ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
579,خبرگزاری رسا,خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و فرهنگ,https://rasanews.ir/,https://rasanews.ir/fa/rss/allnews,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,اخبار حوزه و روحانیت.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
580,خبرگزاری تقریب (تنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و جهان اسلام,https://www.taghribnews.com/,https://www.taghribnews.com/fa/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,تقریب مذاهب و جهان اسلام.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
581,خبرگزاری اهل‌بیت (ابنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و جهان اسلام,https://fa.abna24.com/,https://fa.abna24.com/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,اخبار شیعیان و جهان اسلام.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
582,خانه ملت (ایکانا),خبرگزاری رسمی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,مجلس و قانون‌گذاری,https://www.icana.ir/,https://www.icana.ir/Fa/Rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبرگزاری مجلس شورای اسلامی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
583,خبرگزاری دفاع مقدس,خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دفاعی و نظامی,https://defapress.ir/,https://defapress.ir/fa/rss/allnews,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,دفاع مقدس، نیروهای مسلح و فرهنگ ایثار.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
584,خبرگزاری دانشجو (SNN),خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دانشجویی و عمومی,https://snn.ir/,https://snn.ir/fa/rss/allnews,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,رسانه دانشجویی با پوشش سیاسی و اجتماعی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
585,خبرگزاری ایمنا,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,شهری و استانی,https://www.imna.ir/,https://www.imna.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبر شهری، مدیریت شهری و استان‌ها؛ مستقر در اصفهان.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
586,خبرگزاری کردپرس,خبرگزاری منطقه‌ای,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,کردستان و غرب ایران,https://kurdpress.com/,https://kurdpress.com/fa/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,پوشش مناطق کردنشین ایران و منطقه.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
587,خبرگزاری کتاب ایران (ایبنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,کتاب و نشر,https://www.ibna.ir/,https://www.ibna.ir/fa/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,کتاب، نشر و ادبیات.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
588,خبرگزاری ورزش ایران (ایپنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,ورزش,https://www.ipna.ir/,https://www.ipna.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبر ورزشی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
589,خبرگزاری موج,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.mojnews.com/,https://www.mojnews.com/feeds/,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبر عمومی، اقتصاد، سیاست و استان‌ها.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
590,خبرگزاری آریا,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.aryanews.com/,https://www.aryanews.com/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبر عمومی ایران و جهان.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
591,خبرگزاری قدس (قدسنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,فلسطین و منطقه,https://qodsna.com/,https://qodsna.com/fa/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,تمرکز بر فلسطین و تحولات منطقه.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
592,شبکه اطلاع‌رسانی نفت و انرژی (شانا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,نفت و انرژی,https://www.shana.ir/,https://www.shana.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,منبع رسمی اخبار وزارت نفت.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
593,ایران‌پرس,خبرگزاری/شبکه,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,بین‌الملل و چندزبانه,https://iranpress.com/,https://iranpress.com/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,شبکه خبری برون‌مرزی وابسته به صداوسیما.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
594,ایسکانیوز,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دانشگاهی و عمومی,https://www.iscanews.ir/,https://www.iscanews.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبرگزاری دانشگاه آزاد اسلامی با پوشش عمومی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
595,سیناپرس,خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,علم و فناوری,https://sinapress.ir/,https://sinapress.ir/feed/,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,علم، پژوهش و فناوری.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
596,سلامت‌نیوز,پایگاه خبری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,سلامت و جامعه,https://www.salamatnews.com/,https://www.salamatnews.com/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,سلامت، پزشکی و سیاست اجتماعی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
597,شفاآنلاین,پایگاه خبری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,سلامت و پزشکی,https://shafaonline.ir/,https://shafaonline.ir/fa/rss/allnews,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,سلامت، پزشکی و بیمه.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
598,پایگاه اطلاع‌رسانی دولت,منبع رسمی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دولت و سیاست‌گذاری,https://dolat.ir/,https://dolat.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,اطلاعیه‌ها و اخبار رسمی هیئت دولت.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
